Senttype	Hypo	Majus	Left	Right	Mod	ModBin	Isolated	Target
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	2	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	2	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	0	Comma	Word	0	0	2	Weil
VL	0	2	Emo	Word	0	0	1	Weil
VL	0	0	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	0	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	0	Weil
Discard	0	1	End	Word	0	0	0	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	0	End	Word	0	0	1	Weil
VL	0	0	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	0	Weil
VL	0	0	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	1	End	Word	0	0	1	Weil
VL	0	0	Hyphen	Word	0	0	2	Weil
VL	0	0	Hyphen	Word	0	0	2	Weil
VL	0	0	Hyphen	Word	0	0	2	Weil
VL	0	0	Hyphen	Word	0	0	2	Weil
VL	0	0	Other	Word	0	0	2	Weil
VL	0	0	Other	Word	0	0	2	Weil
